,bigpointvalue,tick,file_name,uct_offset,type_session,resample_tf,start_date,end_date,custom_session_start,custom_session_stop,costi,direzione,tipo_ordine,entry_rules,exit_bars,level,ADD_RULE_CONDITION,TP,SL
0,1000,0.015625,US,CST6CDT,1,60min,2010-01-01,2023-05-01,0720,1400,60,short,market,"(SMA(MedBodyPrice(DATAFRAME),125).shift(4)<SMA(CLOSE(DATAFRAME),185).shift(3))&(RSI(CLOSE(DATAFRAME),22).shift(1)<RSI(LOW(DATAFRAME),49).shift(3))",22,history.close,False,2676,2032
0,1000,0.015625,US,CST6CDT,1,60min,2010-01-01,2023-05-01,0720,1400,60,short,market,"(SMA(OPEN(DATAFRAME),55).shift(1)<OPEN(DATAFRAME).shift(4))&(SMA(MedPrice(DATAFRAME),150).shift(2)>SMA(OPEN(DATAFRAME),135).shift(3))",18,history.close,False,2589,1810
0,1000,0.015625,US,CST6CDT,1,60min,2010-01-01,2023-05-01,0720,1400,60,short,market,"(SMA(HIGH(DATAFRAME),60).shift(4)<HIGH(DATAFRAME).shift(4))&(SMA(OPEN(DATAFRAME),20).shift(1)<SMA(MedBodyPrice(DATAFRAME),125).shift(4))",8,history.close,False,1785,1420
0,1000,0.015625,US,CST6CDT,1,60min,2010-01-01,2023-05-01,0720,1400,60,short,market,"(SMA(OPEN(DATAFRAME),70).shift(2)<AvgPrice(DATAFRAME).shift(4))&(SMA(CLOSE(DATAFRAME),130).shift(4)>MedBodyPrice(DATAFRAME).shift(4))",6,history.close,False,1467,1185
0,1000,0.015625,US,CST6CDT,1,60min,2010-01-01,2023-05-01,0720,1400,60,short,market,"(SMA(OPEN(DATAFRAME),70).shift(2)<CLOSE(DATAFRAME).shift(4))&(SMA(AvgPrice(DATAFRAME),85).shift(1)>MedPrice(DATAFRAME).shift(2))",7,history.close,False,1656,1218
0,1000,0.015625,US,CST6CDT,1,60min,2010-01-01,2023-05-01,0720,1400,60,short,market,"(RSI(AvgPrice(DATAFRAME),80).shift(2)>RSI(LOW(DATAFRAME),187).shift(2))&(SMA(MedBodyPrice(DATAFRAME),125).shift(3)>SMA(LOW(DATAFRAME),35).shift(1))",11,history.close,False,1843,1375
0,1000,0.015625,US,CST6CDT,1,60min,2010-01-01,2023-05-01,0720,1400,60,short,market,"(SMA(CLOSE(DATAFRAME),40).shift(3)<MedBodyPrice(DATAFRAME).shift(3))&(SMA(MedPrice(DATAFRAME),10).shift(1)<SMA(MedPrice(DATAFRAME),100).shift(4))",9,history.close,False,1928,1468
0,1000,0.015625,US,CST6CDT,1,60min,2010-01-01,2023-05-01,0720,1400,60,short,market,"(RSI(AvgPrice(DATAFRAME),7).shift(4)>60)&(SMA(LOW(DATAFRAME),150).shift(2)>SMA(MedPrice(DATAFRAME),180).shift(1))",8,history.close,False,1690,1454
0,1000,0.015625,US,CST6CDT,1,60min,2010-01-01,2023-05-01,0720,1400,60,short,market,"(RSI(MedPrice(DATAFRAME),57).shift(4)>50)&(RSI(MedBodyPrice(DATAFRAME),31).shift(1)<50)",7,history.close,False,1750,1406
0,1000,0.015625,US,CST6CDT,1,60min,2010-01-01,2023-05-01,0720,1400,60,short,market,"(SMA(AvgPrice(DATAFRAME),35).shift(3)>AvgPrice(DATAFRAME).shift(2))&(SMA(CLOSE(DATAFRAME),40).shift(3)<MedBodyPrice(DATAFRAME).shift(3))",7,history.close,False,1795,1093
0,1000,0.015625,US,CST6CDT,1,60min,2010-01-01,2023-05-01,0720,1400,60,short,market,"(SMA(AvgPrice(DATAFRAME),55).shift(1)<MedBodyPrice(DATAFRAME).shift(4))&(RSI(LOW(DATAFRAME),77).shift(3)>RSI(OPEN(DATAFRAME),40).shift(4))",15,history.close,False,2250,1718
0,1000,0.015625,US,CST6CDT,1,60min,2010-01-01,2023-05-01,0720,1400,60,short,market,"(SMA(CLOSE(DATAFRAME),60).shift(3)<MedPrice(DATAFRAME).shift(2))&(SMA(MedPrice(DATAFRAME),25).shift(2)>CLOSE(DATAFRAME).shift(2))",11,history.close,False,1953,1468
0,1000,0.015625,US,CST6CDT,1,60min,2010-01-01,2023-05-01,0720,1400,60,short,market,"(SMA(AvgPrice(DATAFRAME),20).shift(2)<HIGH(DATAFRAME).shift(2))&(RSI(AvgPrice(DATAFRAME),138).shift(2)<RSI(CLOSE(DATAFRAME),106).shift(4))",12,history.close,False,2281,1690
0,1000,0.015625,US,CST6CDT,1,60min,2010-01-01,2023-05-01,0720,1400,60,short,market,"(RSI(AvgPrice(DATAFRAME),159).shift(3)<RSI(LOW(DATAFRAME),88).shift(3))&(RSI(MedBodyPrice(DATAFRAME),19).shift(2)<RSI(HIGH(DATAFRAME),161).shift(4))",9,history.close,False,1787,1753
0,1000,0.015625,US,CST6CDT,1,60min,2010-01-01,2023-05-01,0720,1400,60,short,market,"(RSI(LOW(DATAFRAME),109).shift(2)>RSI(AvgPrice(DATAFRAME),146).shift(4))&(SMA(OPEN(DATAFRAME),50).shift(4)>MedBodyPrice(DATAFRAME).shift(1))",9,history.close,False,1937,1515
0,1000,0.015625,US,CST6CDT,1,60min,2010-01-01,2023-05-01,0720,1400,60,short,market,"(Dayofweek(DATAFRAME)<2)&(SMA(HIGH(DATAFRAME),10).shift(1)<LOW(DATAFRAME).shift(4))",9,history.close,False,1792,1653
0,1000,0.015625,US,CST6CDT,1,60min,2010-01-01,2023-05-01,0720,1400,60,short,market,"(SMA(LOW(DATAFRAME),25).shift(1)<SMA(CLOSE(DATAFRAME),50).shift(2))&(SMA(OPEN(DATAFRAME),70).shift(2)<CLOSE(DATAFRAME).shift(4))",17,history.close,False,2468,1909
0,1000,0.015625,US,CST6CDT,1,60min,2010-01-01,2023-05-01,0720,1400,60,short,market,"(RSI(AvgPrice(DATAFRAME),80).shift(1)<RSI(CLOSE(DATAFRAME),86).shift(1))&(RSI(MedPrice(DATAFRAME),153).shift(3)<RSI(OPEN(DATAFRAME),111).shift(3))",12,history.close,False,2171,1750
0,1000,0.015625,US,CST6CDT,1,60min,2010-01-01,2023-05-01,0720,1400,60,short,market,"(RSI(MedPrice(DATAFRAME),97).shift(4)<RSI(OPEN(DATAFRAME),70).shift(2))&(RSI(LOW(DATAFRAME),109).shift(2)>RSI(AvgPrice(DATAFRAME),146).shift(4))",17,history.close,False,2881,2356
0,1000,0.015625,US,CST6CDT,1,60min,2010-01-01,2023-05-01,0720,1400,60,short,market,"(RSI(LOW(DATAFRAME),66).shift(1)>RSI(MedPrice(DATAFRAME),85).shift(1))&(RSI(LOW(DATAFRAME),29).shift(4)<RSI(MedPrice(DATAFRAME),81).shift(3))",20,history.close,False,2871,1843
0,1000,0.015625,US,CST6CDT,1,60min,2010-01-01,2023-05-01,0720,1400,60,short,market,"(SMA(MedPrice(DATAFRAME),55).shift(4)<SMA(MedBodyPrice(DATAFRAME),55).shift(4))&(RSI(MedPrice(DATAFRAME),153).shift(3)<RSI(OPEN(DATAFRAME),111).shift(3))",16,history.close,False,2629,1879
0,1000,0.015625,US,CST6CDT,1,60min,2010-01-01,2023-05-01,0720,1400,60,short,market,"(SMA(OPEN(DATAFRAME),60).shift(2)>SMA(AvgPrice(DATAFRAME),30).shift(2))&(SMA(CLOSE(DATAFRAME),80).shift(4)<CLOSE(DATAFRAME).shift(2))",6,history.close,False,1389,1187
0,1000,0.015625,US,CST6CDT,1,60min,2010-01-01,2023-05-01,0720,1400,60,short,market,"(SMA(CLOSE(DATAFRAME),115).shift(3)>CLOSE(DATAFRAME).shift(3))&(SMA(OPEN(DATAFRAME),75).shift(1)<HIGH(DATAFRAME).shift(2))",9,history.close,False,1785,1250
0,1000,0.015625,US,CST6CDT,1,60min,2010-01-01,2023-05-01,0720,1400,60,short,market,"(SMA(MedPrice(DATAFRAME),120).shift(4)>SMA(LOW(DATAFRAME),35).shift(2))&(RSI(MedBodyPrice(DATAFRAME),38).shift(3)>50)",11,history.close,False,2012,1412
0,1000,0.015625,US,CST6CDT,1,60min,2010-01-01,2023-05-01,0720,1400,60,short,market,"(SMA(AvgPrice(DATAFRAME),20).shift(4)<AvgPrice(DATAFRAME).shift(1))&(SMA(MedBodyPrice(DATAFRAME),75).shift(1)>CLOSE(DATAFRAME).shift(2))",20,history.close,False,2584,2031
0,1000,0.015625,US,CST6CDT,1,60min,2010-01-01,2023-05-01,0720,1400,60,short,market,"(RSI(HIGH(DATAFRAME),114).shift(4)>RSI(HIGH(DATAFRAME),143).shift(3))&(RSI(MedPrice(DATAFRAME),27).shift(1)>RSI(AvgPrice(DATAFRAME),74).shift(2))",17,history.close,False,2549,1862
0,1000,0.015625,US,CST6CDT,1,60min,2010-01-01,2023-05-01,0720,1400,60,short,market,"(RSI(LOW(DATAFRAME),109).shift(2)>RSI(AvgPrice(DATAFRAME),146).shift(4))&(RSI(MedPrice(DATAFRAME),120).shift(4)>RSI(MedBodyPrice(DATAFRAME),38).shift(3))",17,history.close,False,2593,1840
0,1000,0.015625,US,CST6CDT,1,60min,2010-01-01,2023-05-01,0720,1400,60,short,market,"(RSI(HIGH(DATAFRAME),110).shift(4)>RSI(CLOSE(DATAFRAME),62).shift(3))&(SMA(MedPrice(DATAFRAME),75).shift(2)<HIGH(DATAFRAME).shift(1))",7,history.close,False,1629,1312
0,1000,0.015625,US,CST6CDT,1,60min,2010-01-01,2023-05-01,0720,1400,60,short,market,"(SMA(MedBodyPrice(DATAFRAME),15).shift(3)<SMA(HIGH(DATAFRAME),75).shift(2))&(RSI(MedPrice(DATAFRAME),97).shift(4)<RSI(OPEN(DATAFRAME),70).shift(2))",13,history.close,False,2473,1718
0,1000,0.015625,US,CST6CDT,1,60min,2010-01-01,2023-05-01,0720,1400,60,short,market,"(RSI(MedPrice(DATAFRAME),111).shift(2)>RSI(AvgPrice(DATAFRAME),193).shift(3))&(RSI(MedBodyPrice(DATAFRAME),149).shift(2)<RSI(MedBodyPrice(DATAFRAME),193).shift(4))",10,history.close,False,2140,1437
0,1000,0.015625,US,CST6CDT,1,60min,2010-01-01,2023-05-01,0720,1400,60,short,market,"(SMA(MedBodyPrice(DATAFRAME),30).shift(1)>SMA(AvgPrice(DATAFRAME),100).shift(4))&(RSI(MedBodyPrice(DATAFRAME),149).shift(2)<RSI(MedBodyPrice(DATAFRAME),193).shift(4))",16,history.close,False,2375,1718
0,1000,0.015625,US,CST6CDT,1,60min,2010-01-01,2023-05-01,0720,1400,60,short,market,"(SMA(AvgPrice(DATAFRAME),10).shift(1)<SMA(CLOSE(DATAFRAME),25).shift(4))&(SMA(CLOSE(DATAFRAME),35).shift(3)<AvgPrice(DATAFRAME).shift(3))",7,history.close,False,1756,1200
0,1000,0.015625,US,CST6CDT,1,60min,2010-01-01,2023-05-01,0720,1400,60,short,market,"(RSI(OPEN(DATAFRAME),21).shift(2)>50)&(SMA(MedBodyPrice(DATAFRAME),35).shift(2)>OPEN(DATAFRAME).shift(4))",16,history.close,False,2562,2156
0,1000,0.015625,US,CST6CDT,1,60min,2010-01-01,2023-05-01,0720,1400,60,short,market,"(RSI(OPEN(DATAFRAME),21).shift(2)>50)&(RSI(CLOSE(DATAFRAME),90).shift(3)>RSI(OPEN(DATAFRAME),92).shift(3))",18,history.close,False,2500,1873
0,1000,0.015625,US,CST6CDT,1,60min,2010-01-01,2023-05-01,0720,1400,60,short,market,"(RSI(MedPrice(DATAFRAME),35).shift(4)<RSI(HIGH(DATAFRAME),88).shift(3))&(RSI(CLOSE(DATAFRAME),5).shift(3)>RSI(LOW(DATAFRAME),148).shift(4))",16,history.close,False,2717,1934
0,1000,0.015625,US,CST6CDT,1,60min,2010-01-01,2023-05-01,0720,1400,60,short,market,"(RSI(LOW(DATAFRAME),153).shift(3)<RSI(CLOSE(DATAFRAME),93).shift(2))&(RSI(CLOSE(DATAFRAME),22).shift(1)<RSI(LOW(DATAFRAME),49).shift(3))",7,history.close,False,1793,1178
0,1000,0.015625,US,CST6CDT,1,60min,2010-01-01,2023-05-01,0720,1400,60,short,market,"(RSI(AvgPrice(DATAFRAME),132).shift(3)<RSI(CLOSE(DATAFRAME),49).shift(3))&(RSI(OPEN(DATAFRAME),170).shift(3)>RSI(CLOSE(DATAFRAME),62).shift(3))",9,history.close,False,1850,1381
0,1000,0.015625,US,CST6CDT,1,60min,2010-01-01,2023-05-01,0720,1400,60,short,market,"(Hour(DATAFRAME)<9)&(RSI(AvgPrice(DATAFRAME),138).shift(2)<RSI(CLOSE(DATAFRAME),106).shift(4))",7,history.close,False,1460,1343
0,1000,0.015625,US,CST6CDT,1,60min,2010-01-01,2023-05-01,0720,1400,60,short,market,"(RSI(AvgPrice(DATAFRAME),132).shift(3)<RSI(CLOSE(DATAFRAME),49).shift(3))&(RSI(OPEN(DATAFRAME),17).shift(3)<RSI(CLOSE(DATAFRAME),106).shift(4))",11,history.close,False,2150,1500
0,1000,0.015625,US,CST6CDT,1,60min,2010-01-01,2023-05-01,0720,1400,60,short,market,"(SMA(MedBodyPrice(DATAFRAME),35).shift(1)>MedBodyPrice(DATAFRAME).shift(4))&(SMA(MedPrice(DATAFRAME),10).shift(3)>SMA(MedPrice(DATAFRAME),50).shift(2))",5,history.close,False,1492,1085
0,1000,0.015625,US,CST6CDT,1,60min,2010-01-01,2023-05-01,0720,1400,60,short,market,"(RSI(OPEN(DATAFRAME),48).shift(3)>45)&(SMA(OPEN(DATAFRAME),35).shift(2)>AvgPrice(DATAFRAME).shift(4))",15,history.close,False,2443,1696
0,1000,0.015625,US,CST6CDT,1,60min,2010-01-01,2023-05-01,0720,1400,60,short,market,"(SMA(CLOSE(DATAFRAME),40).shift(1)<OPEN(DATAFRAME).shift(1))&(SMA(AvgPrice(DATAFRAME),10).shift(1)<SMA(CLOSE(DATAFRAME),25).shift(4))",11,history.close,False,2187,1598
0,1000,0.015625,US,CST6CDT,1,60min,2010-01-01,2023-05-01,0720,1400,60,short,market,"(RSI(LOW(DATAFRAME),109).shift(2)>RSI(AvgPrice(DATAFRAME),146).shift(4))&(SMA(MedBodyPrice(DATAFRAME),20).shift(3)>OPEN(DATAFRAME).shift(1))",19,history.close,False,2462,2118
0,1000,0.015625,US,CST6CDT,1,60min,2010-01-01,2023-05-01,0720,1400,60,short,market,"(RSI(AvgPrice(DATAFRAME),157).shift(1)<RSI(LOW(DATAFRAME),77).shift(3))&(RSI(OPEN(DATAFRAME),83).shift(4)<RSI(OPEN(DATAFRAME),109).shift(2))",16,history.close,False,2699,1834
0,1000,0.015625,US,CST6CDT,1,60min,2010-01-01,2023-05-01,0720,1400,60,short,market,"(RSI(MedPrice(DATAFRAME),10).shift(2)>50)&(SMA(AvgPrice(DATAFRAME),25).shift(4)>OPEN(DATAFRAME).shift(2))",12,history.close,False,2284,1534
0,1000,0.015625,US,CST6CDT,1,60min,2010-01-01,2023-05-01,0720,1400,60,short,market,"(RSI(OPEN(DATAFRAME),179).shift(1)>RSI(AvgPrice(DATAFRAME),164).shift(3))&(Hour(DATAFRAME)>13)",18,history.close,False,2900,2056
0,1000,0.015625,US,CST6CDT,1,60min,2010-01-01,2023-05-01,0720,1400,60,short,market,"(RSI(CLOSE(DATAFRAME),35).shift(4)<50)&(SMA(MedPrice(DATAFRAME),105).shift(3)<OPEN(DATAFRAME).shift(2))",18,history.close,False,2437,1937
0,1000,0.015625,US,CST6CDT,1,60min,2010-01-01,2023-05-01,0720,1400,60,short,market,"(RSI(LOW(DATAFRAME),124).shift(4)<RSI(CLOSE(DATAFRAME),100).shift(4))&(SMA(AvgPrice(DATAFRAME),5).shift(3)<CLOSE(DATAFRAME).shift(1))",11,history.close,False,1940,1468
0,1000,0.015625,US,CST6CDT,1,60min,2010-01-01,2023-05-01,0720,1400,60,short,market,"(SMA(AvgPrice(DATAFRAME),10).shift(1)<SMA(CLOSE(DATAFRAME),25).shift(4))&(SMA(MedBodyPrice(DATAFRAME),40).shift(4)<HIGH(DATAFRAME).shift(4))",17,history.close,False,2218,1868
0,1000,0.015625,US,CST6CDT,1,60min,2010-01-01,2023-05-01,0720,1400,60,short,market,"(Hour(DATAFRAME)>13)&(RSI(MedPrice(DATAFRAME),111).shift(2)>RSI(AvgPrice(DATAFRAME),193).shift(3))",15,history.close,False,2379,1879
0,1000,0.015625,US,CST6CDT,1,60min,2010-01-01,2023-05-01,0720,1400,60,short,market,"(RSI(CLOSE(DATAFRAME),35).shift(4)<50)&(RSI(HIGH(DATAFRAME),114).shift(4)>RSI(HIGH(DATAFRAME),143).shift(3))",16,history.close,False,2426,1864
0,1000,0.015625,US,CST6CDT,1,60min,2010-01-01,2023-05-01,0720,1400,60,short,market,"(RSI(OPEN(DATAFRAME),83).shift(4)<RSI(OPEN(DATAFRAME),109).shift(2))&(RSI(LOW(DATAFRAME),64).shift(4)>RSI(MedPrice(DATAFRAME),188).shift(4))",18,history.close,False,2862,2000
0,1000,0.015625,US,CST6CDT,1,60min,2010-01-01,2023-05-01,0720,1400,60,short,market,"(SMA(CLOSE(DATAFRAME),30).shift(1)<CLOSE(DATAFRAME).shift(2))&(RSI(MedPrice(DATAFRAME),34).shift(3)<45)",12,history.close,False,2201,1750
0,1000,0.015625,US,CST6CDT,1,60min,2010-01-01,2023-05-01,0720,1400,60,short,market,"(SMA(CLOSE(DATAFRAME),190).shift(2)>SMA(CLOSE(DATAFRAME),100).shift(4))&(RSI(LOW(DATAFRAME),58).shift(1)>RSI(LOW(DATAFRAME),102).shift(3))",20,history.close,False,2695,1995
0,1000,0.015625,US,CST6CDT,1,60min,2010-01-01,2023-05-01,0720,1400,60,short,market,"(RSI(CLOSE(DATAFRAME),90).shift(3)>RSI(OPEN(DATAFRAME),92).shift(3))&(RSI(AvgPrice(DATAFRAME),159).shift(3)<RSI(LOW(DATAFRAME),88).shift(3))",19,history.close,False,2545,1885
0,1000,0.015625,US,CST6CDT,1,60min,2010-01-01,2023-05-01,0720,1400,60,short,market,"(SMA(MedPrice(DATAFRAME),120).shift(1)>MedPrice(DATAFRAME).shift(3))&(SMA(MedPrice(DATAFRAME),10).shift(3)>SMA(MedPrice(DATAFRAME),50).shift(2))",9,history.close,False,1790,1281
0,1000,0.015625,US,CST6CDT,1,60min,2010-01-01,2023-05-01,0720,1400,60,short,market,"(SMA(LOW(DATAFRAME),90).shift(2)>SMA(AvgPrice(DATAFRAME),30).shift(1))&(SMA(CLOSE(DATAFRAME),45).shift(2)<HIGH(DATAFRAME).shift(1))",12,history.close,False,2418,1718
0,1000,0.015625,US,CST6CDT,1,60min,2010-01-01,2023-05-01,0720,1400,60,short,market,"(RSI(MedBodyPrice(DATAFRAME),169).shift(2)<RSI(MedPrice(DATAFRAME),32).shift(3))&(SMA(AvgPrice(DATAFRAME),55).shift(2)<SMA(CLOSE(DATAFRAME),110).shift(4))",22,history.close,False,2892,2093
0,1000,0.015625,US,CST6CDT,1,60min,2010-01-01,2023-05-01,0720,1400,60,short,market,"(RSI(AvgPrice(DATAFRAME),7).shift(4)<30)&(RSI(LOW(DATAFRAME),13).shift(1)>RSI(OPEN(DATAFRAME),167).shift(1))",12,history.close,False,2159,1656
0,1000,0.015625,US,CST6CDT,1,60min,2010-01-01,2023-05-01,0720,1400,60,short,market,"(SMA(HIGH(DATAFRAME),115).shift(2)>SMA(AvgPrice(DATAFRAME),45).shift(3))&(RSI(MedBodyPrice(DATAFRAME),77).shift(1)>RSI(MedPrice(DATAFRAME),192).shift(1))",14,history.close,False,2574,1762
0,1000,0.015625,US,CST6CDT,1,60min,2010-01-01,2023-05-01,0720,1400,60,short,market,"(SMA(LOW(DATAFRAME),80).shift(4)>CLOSE(DATAFRAME).shift(3))&(RSI(MedPrice(DATAFRAME),120).shift(2)<RSI(MedBodyPrice(DATAFRAME),46).shift(2))",8,history.close,False,1843,1250
0,1000,0.015625,US,CST6CDT,1,60min,2010-01-01,2023-05-01,0720,1400,60,short,market,"(SMA(LOW(DATAFRAME),125).shift(1)>SMA(MedBodyPrice(DATAFRAME),30).shift(3))&(SMA(HIGH(DATAFRAME),40).shift(4)>SMA(MedPrice(DATAFRAME),65).shift(3))",8,history.close,False,1571,1156
0,1000,0.015625,US,CST6CDT,1,60min,2010-01-01,2023-05-01,0720,1400,60,short,market,"(RSI(AvgPrice(DATAFRAME),157).shift(1)<RSI(LOW(DATAFRAME),77).shift(3))&(SMA(AvgPrice(DATAFRAME),170).shift(1)>MedBodyPrice(DATAFRAME).shift(2))",17,history.close,False,2798,1968
0,1000,0.015625,US,CST6CDT,1,60min,2010-01-01,2023-05-01,0720,1400,60,short,market,"(SMA(MedPrice(DATAFRAME),10).shift(3)>SMA(MedPrice(DATAFRAME),50).shift(2))&(SMA(MedPrice(DATAFRAME),175).shift(4)<SMA(MedPrice(DATAFRAME),185).shift(3))",17,history.close,False,2531,1779
0,1000,0.015625,US,CST6CDT,1,60min,2010-01-01,2023-05-01,0720,1400,60,short,market,"(SMA(LOW(DATAFRAME),70).shift(2)<SMA(LOW(DATAFRAME),190).shift(4))&(RSI(LOW(DATAFRAME),66).shift(1)>RSI(MedPrice(DATAFRAME),85).shift(1))",20,history.close,False,3218,2165
0,1000,0.015625,US,CST6CDT,1,60min,2010-01-01,2023-05-01,0720,1400,60,short,market,"(RSI(MedPrice(DATAFRAME),182).shift(3)<RSI(MedPrice(DATAFRAME),83).shift(2))&(SMA(HIGH(DATAFRAME),10).shift(1)<LOW(DATAFRAME).shift(4))",22,history.close,False,2474,2218
0,1000,0.015625,US,CST6CDT,1,60min,2010-01-01,2023-05-01,0720,1400,60,short,market,"(RSI(LOW(DATAFRAME),153).shift(3)<RSI(CLOSE(DATAFRAME),93).shift(2))&(RSI(LOW(DATAFRAME),128).shift(2)<RSI(CLOSE(DATAFRAME),92).shift(1))",20,history.close,False,2423,2000
0,1000,0.015625,US,CST6CDT,1,60min,2010-01-01,2023-05-01,0720,1400,60,short,market,"(Hour(DATAFRAME)>11)&(RSI(AvgPrice(DATAFRAME),165).shift(1)<RSI(CLOSE(DATAFRAME),49).shift(4))",24,history.close,False,3181,2487
0,1000,0.015625,US,CST6CDT,1,60min,2010-01-01,2023-05-01,0720,1400,60,short,market,"(SMA(LOW(DATAFRAME),90).shift(2)>SMA(AvgPrice(DATAFRAME),30).shift(1))&(RSI(OPEN(DATAFRAME),69).shift(2)>RSI(LOW(DATAFRAME),150).shift(3))",5,history.close,False,1250,1020
0,1000,0.015625,US,CST6CDT,1,60min,2010-01-01,2023-05-01,0720,1400,60,short,market,"(RSI(AvgPrice(DATAFRAME),11).shift(1)<70)&(RSI(MedBodyPrice(DATAFRAME),164).shift(4)<RSI(HIGH(DATAFRAME),115).shift(4))",5,history.close,False,1375,1076
0,1000,0.015625,US,CST6CDT,1,60min,2010-01-01,2023-05-01,0720,1400,60,short,market,"(SMA(HIGH(DATAFRAME),80).shift(4)<SMA(LOW(DATAFRAME),115).shift(4))&(RSI(OPEN(DATAFRAME),116).shift(2)<RSI(AvgPrice(DATAFRAME),79).shift(3))",9,history.close,False,1640,1187
0,1000,0.015625,US,CST6CDT,1,60min,2010-01-01,2023-05-01,0720,1400,60,short,market,"(RSI(CLOSE(DATAFRAME),186).shift(2)>RSI(AvgPrice(DATAFRAME),180).shift(1))&(RSI(MedPrice(DATAFRAME),177).shift(3)>RSI(LOW(DATAFRAME),97).shift(1))",4,history.close,False,1343,875
0,1000,0.015625,US,CST6CDT,1,60min,2010-01-01,2023-05-01,0720,1400,60,short,market,"(SMA(AvgPrice(DATAFRAME),15).shift(4)<OPEN(DATAFRAME).shift(1))&(RSI(MedPrice(DATAFRAME),60).shift(3)<RSI(HIGH(DATAFRAME),83).shift(4))",4,history.close,False,1256,978
0,1000,0.015625,US,CST6CDT,1,60min,2010-01-01,2023-05-01,0720,1400,60,short,market,"(RSI(HIGH(DATAFRAME),180).shift(1)>RSI(MedBodyPrice(DATAFRAME),80).shift(3))&(Dayofweek(DATAFRAME)<2)",5,history.close,False,1243,825
0,1000,0.015625,US,CST6CDT,1,60min,2010-01-01,2023-05-01,0720,1400,60,short,market,"(SMA(AvgPrice(DATAFRAME),20).shift(4)<AvgPrice(DATAFRAME).shift(1))&(RSI(AvgPrice(DATAFRAME),138).shift(2)<RSI(CLOSE(DATAFRAME),106).shift(4))",11,history.close,False,2190,1562
0,1000,0.015625,US,CST6CDT,1,60min,2010-01-01,2023-05-01,0720,1400,60,short,market,"(SMA(HIGH(DATAFRAME),25).shift(2)>CLOSE(DATAFRAME).shift(1))&(RSI(AvgPrice(DATAFRAME),138).shift(2)<RSI(CLOSE(DATAFRAME),106).shift(4))",16,history.close,False,2462,2312
0,1000,0.015625,US,CST6CDT,1,60min,2010-01-01,2023-05-01,0720,1400,60,short,market,"(SMA(MedPrice(DATAFRAME),80).shift(3)>AvgPrice(DATAFRAME).shift(1))&(SMA(AvgPrice(DATAFRAME),75).shift(2)<OPEN(DATAFRAME).shift(4))",7,history.close,False,1756,1437
0,1000,0.015625,US,CST6CDT,1,60min,2010-01-01,2023-05-01,0720,1400,60,short,market,"(SMA(MedPrice(DATAFRAME),30).shift(3)<CLOSE(DATAFRAME).shift(2))&(SMA(MedPrice(DATAFRAME),30).shift(3)>AvgPrice(DATAFRAME).shift(1))",6,history.close,False,1681,1093
0,1000,0.015625,US,CST6CDT,1,60min,2010-01-01,2023-05-01,0720,1400,60,short,market,"(SMA(MedPrice(DATAFRAME),30).shift(3)>AvgPrice(DATAFRAME).shift(1))&(RSI(MedPrice(DATAFRAME),111).shift(2)>RSI(AvgPrice(DATAFRAME),193).shift(3))",6,history.close,False,1562,1218
0,1000,0.015625,US,CST6CDT,1,60min,2010-01-01,2023-05-01,0720,1400,60,short,market,"(SMA(MedPrice(DATAFRAME),30).shift(3)>AvgPrice(DATAFRAME).shift(1))&(RSI(MedPrice(DATAFRAME),111).shift(2)>RSI(AvgPrice(DATAFRAME),193).shift(3))",13,history.close,False,2243,1903
0,1000,0.015625,US,CST6CDT,1,60min,2010-01-01,2023-05-01,0720,1400,60,short,market,"(RSI(LOW(DATAFRAME),189).shift(3)<RSI(AvgPrice(DATAFRAME),117).shift(4))&(SMA(MedBodyPrice(DATAFRAME),140).shift(4)>SMA(MedPrice(DATAFRAME),95).shift(4))",14,history.close,False,2156,1596
0,1000,0.015625,US,CST6CDT,1,60min,2010-01-01,2023-05-01,0720,1400,60,short,market,"(SMA(CLOSE(DATAFRAME),45).shift(2)<HIGH(DATAFRAME).shift(1))&(SMA(OPEN(DATAFRAME),30).shift(2)>AvgPrice(DATAFRAME).shift(1))",17,history.close,False,2531,2000
